Label,Chr,Start,End,cM,Source
GU1800109,22,45157103,49900158,17.6,one_to_one_combined_perfect
GU1800109,1,37242743,60460443,26.1,one_to_one_combined_perfect
GU1800109,19,15008714,34429795,20.0,one_to_one_combined_perfect
GU1800109,5,5790928,16408600,19.6,one_to_one_combined_perfect
GU1800109,13,23396326,30047005,15.7,one_to_one_combined_perfect
GU1800109,11,19569074,29884984,15.3,one_to_one_combined_perfect
GU1800109,18,7132405,12834359,18.1,one_to_one_combined_perfect
GU1800109,1,18527213,37548473,24.8,one_to_one_combined_perfect
GU1800109,13,74860476,99025982,24.4,one_to_one_combined_perfect
GU1800109,7,115671435,138538228,22.5,one_to_one_combined_perfect
GU1800109,9,77442616,89440597,18.2,one_to_one_combined_perfect
GU1800109,5,76868950,95508726,18.4,one_to_one_combined_perfect
GU1800109,18,6107360,11649014,21.2,one_to_one_combined_perfect
GU1800109,18,13775272,59420763,45.1,one_to_one_combined_perfect
GU1800109,22,46360083,50315363,15.7,one_to_one_combined_perfect
GU1800109,8,89763735,120218092,25.0,one_to_one_combined_perfect
GU1800109,8,80663308,101524955,16.0,one_to_one_combined_perfect
GU1800109,19,45147719,55195013,30.8,one_to_one_combined_perfect
AK6981890,5,127803816,157191954,28.4,raw:csvsegmatch_.csv
AK6981890,6,165632,5923152,16.8,raw:csvsegmatch_.csv
AK6981890,6,150727036,162646769,18.4,raw:csvsegmatch_.csv
AK6981890,8,102516385,125968156,22.1,raw:csvsegmatch_.csv
AK6981890,10,126062763,130740976,12.4,raw:csvsegmatch_.csv
AK6981890,12,17564072,59286610,37.9,raw:csvsegmatch_.csv
AK6981890,15,71956136,89620670,18.0,raw:csvsegmatch_.csv
AK6981890,20,15631758,46268493,31.7,raw:csvsegmatch_.csv
